EID,Title,Authors,Year,DOI,Abstract
2-s2.0-85087837649,Neurotransmission cognitive theory: A novel approach for non-invasive brain stimulation using mechanical vibrations for the rehabilitation of neurological patients,"Aliya A. Khan, Shahbaz K. Ranjha, Muhammad U. Akram, Sajid G. Khawaja, Arslan Shaukat",2020,10.1016/j.mehy.2020.110078,
2-s2.0-85086571894,Lack of selectivity for syntax relative to word meanings throughout the language network,"Evelina Fedorenko, Idan Asher Blank, Matthew Siegelman, Zachary Mineroff",2020,10.1016/j.cognition.2020.104348,
2-s2.0-85085108546,Examining the causal mediating role of brain pathology on the relationship between diabetes and cognitive impairment: the Cardiovascular Health Study,"Ryan M. Andrews, Ilya Shpitser, Oscar Lopez, William T. Longstreth, Paulo H.M. Chaves, Lewis Kuller, Michelle C. Carlson",2020,10.1111/rssa.12570,
2-s2.0-85084446832,Pearls and pitfalls in brain functional analysis by event-related potentials: a narrative review by the Italian Psychophysiology and Cognitive Neuroscience Society on methodological limits and clinical reliability—part I,"Marina de Tommaso, Viviana Betti, Tommaso Bocci, Nadia Bolognini, Francesco Di Russo, Francesco Fattapposta, Raffaele Ferri, Sara Invitto, Giacomo Koch, Carlo Miniussi, Francesco Piccione, Aldo Ragazzoni, Ferdinando Sartucci, Simone Rossi, Giorgio Arcara, Marika Berchicci, Valentina Bianco, Marianna Delussi, Eleonora Gentile, Fabio Giovannelli, Daniela Mannarelli, Marco Marino, Elena Mussini, Caterina Pauletti, Maria Concetta Pellicciari, Alberto Pisoni, Alberto Raggi, Massimiliano Valeriani",2020,10.1007/s10072-020-04420-7,
2-s2.0-85096875998,Intelligence Quotient Classification from Human MRI Brain Images Using Convolutional Neural Network,"A. Arya, Manju Manuel",2020,10.1109/CICN49253.2020.9242552,
2-s2.0-85090045776,Perception of Our Own Body Influences Self-Concept and Self-Incoherence Impairs Episodic Memory,"Pawel Tacikowski, Marieke L. Weijs, H. Henrik Ehrsson",2020,10.1016/j.isci.2020.101429,
2-s2.0-85089553905,Network Engineering Using Autonomous Agents Increases Cooperation in Human Groups,"Hirokazu Shirado, Nicholas A. Christakis",2020,10.1016/j.isci.2020.101438,
2-s2.0-85096355776,Finger tracking and hand recognition technologies in virtual reality maritime safety training applications,"Evangelos Markopoulos, Panagiotis Markopoulos, Niko Laivuori, Christos Moridis, Mika Luimula",2020,10.1109/CogInfoCom50765.2020.9237915,
2-s2.0-85092269879,Subjectivity as an Emergent Property of Information Processing by Neuronal Networks,Riccardo Fesce,2020,10.3389/fnins.2020.548071,
2-s2.0-85096541160,Persistent psychotic symptoms following COVID-19 infection,"Soon Tjin Lim, Benjamin Janaway, Harry Costello, Anand Trip, Gary Price",2020,10.1192/bjo.2020.76,
2-s2.0-85089368392,A M/EEG-fMRI Fusion Primer: Resolving Human Brain Responses in Space and Time,"Radoslaw M. Cichy, Aude Oliva",2020,10.1016/j.neuron.2020.07.001,
2-s2.0-85076168201,"Emotion word type should be incorporated in affective neurolinguistics: a commentary on Hinojosa, Moreno and Ferré (2019)","Chenggang Wu, Juan Zhang",2020,10.1080/23273798.2019.1696979,
2-s2.0-85075438749,"Affective neurolinguistics: a new field to grow at the intersection of emotion and language?–Commentary on Hinojosa et al., 2019",Johanna Kissler,2020,10.1080/23273798.2019.1694159,
2-s2.0-85182632100,Connections,Ricardo Santos de Oliveira,2020,10.46900/apn.v2i3(September-December).64,
2-s2.0-85169099979,Domain-Specific Inhibitory Control Training to Improve Children’s Learning of Counterintuitive Concepts in Mathematics and Science,"Hannah R. Wilkinson, Claire Smid, Su Morris, Emily K. Farran, Iroise Dumontheil, Sveta Mayer, Andrew Tolmie, Derek Bell, Kaśka Porayska-Pomsta, Wayne Holmes, Denis Mareschal, Michael S.C. Thomas",2020,10.1007/s41465-019-00161-4,
2-s2.0-85133660236,Food for Your Mind? The Effect of Tyrosine on Selective Attention,"Christian Frings, Gregor Domes, Maximilian A. Friehs, Christoph Geißler, Kerstin Schneider",2020,10.1007/s41465-019-00146-3,
2-s2.0-85119258078,A cognitive perspective on knowledge how: Why intellectualism is neuro-psychologically implausible,"Andreas Stephens, Cathrine V. Felix",2020,10.3390/philosophies5030021,
2-s2.0-85115620180,Advanced interpretation of WAIS-IV. The application of the CHC model to a WAIS-IV protocol,"Lina Pezzuti, Clara Michelotti, Marco Lauriola, Margherita Lang",2020,10.26387/bpa.289.5,
2-s2.0-85100104811,All the faces of research on borderline personality pathology: Drawing future trajectories through a network and cluster analysis of the literature,"Ilaria M.A. Benzi, Rossella Di Pierro, Pietro De Carli, Ioana Alina Cristea, Pietro Cipresso",2020,10.24193/jebp.2020.2.9,
2-s2.0-85095862289,Social and affective neuroscience: An Australian perspective,"Fiona Kumfor, Lincoln M. Tracy, Grace Wei, Yu Chen, Juan F. Domínguez D., Sarah Whittle, Travis Wearne, Michelle Kelly",2020,10.1093/scan/nsaa133,
2-s2.0-85095567803,Improvisation and Stand-Up Comedy,Tobyn Demarco,2020,10.1111/jaac.12754,
2-s2.0-85091807347,Disinhibition and Detachment in Adolescence: A Developmental Cognitive Neuroscience Perspective on the Alternative Model for Personality Disorders,"Timothy A. Allen, Michael N. Hallquist",2020,10.1159/000509984,
2-s2.0-85091442604,TIDieR-Placebo: A guide and checklist for reporting placebo and sham controls,"Jeremy Howick, Rebecca K. Webster, Jonathan L. Rees, Richard Turner, Helen Macdonald, Amy Price, Andrea W.M. Evers, Felicity Bishop, Gary S. Collins, Klara Bokelmann, Sally Hopewell, André Knottnerus, Sarah Lamb, Claire Madigan, Vitaly Napadow, Andrew N. Papanikitas, Tammy Hoffmann",2020,10.1371/journal.pmed.1003294,
2-s2.0-85091324148,Lost in sound: Auditory perceptual abilities in neurodegenerative diseases,"Teppo Särkämö, Aleksi J. Sihvonen",2020,10.1093/brain/awaa218,
2-s2.0-85090879409,"God spots in the brain: Nine categories of unasked, unanswered questions",William R. Klemm,2020,10.3390/rel11090468,
2-s2.0-85090729825,Functional brain network modeling in sub-acute stroke patients and healthy controls during rest and continuous attentive tracking,"Erlend S. Dørum, Tobias Kaufmann, Dag Alnæs, Geneviève Richard, Knut K. Kolskår, Andreas Engvig, Anne Marthe Sanders, Kristine Ulrichsen, Hege Ihle-Hansen, Jan Egil Nordvik, Lars T. Westlye",2020,10.1016/j.heliyon.2020.e04854,
2-s2.0-85090250647,Attention matters: How orchestrating attention may relate to classroom learning,"Arielle S. Keller, Ido Davidesco, Kimberly D. Tanner",2020,10.1187/cbe.20-05-0106,
2-s2.0-85090179875,Brain-to-brain synchrony in the stem classroom,Ido Davidesco,2020,10.1187/cbe.19-11-0258,
2-s2.0-85090168533,Computational Psychiatry Series,Quentin J.M. Huys,2020,10.1016/j.bpsc.2019.11.009,
2-s2.0-85089779273,Neural Responses to a Putative Set-shifting Task in Children with Autism Spectrum Disorder,"Bryce Dirks, Celia Romero, Willa Voorhies, Lauren Kupis, Jason S. Nomi, Dina R. Dajani, Paola Odriozola, Catherine A. Burrows, Amy L. Beaumont, Sandra M. Cardona, Meaghan V. Parlade, Michael Alessandri, Jennifer C. Britton, Lucina Q. Uddin",2020,10.1002/aur.2347,
2-s2.0-85089431514,"Maultsby’s Rational Behavior Therapy: Background, Description, Practical Applications, and Recent Developments","Mariusz Wirga, Michael DeBernardi, Aleksandra Wirga, Marta L. Wirga, Marta Banout, Olga Gulyayeva Fuller",2020,10.1007/s10942-020-00341-8,
2-s2.0-85089117759,"Bioacoustics in cognitive research: Applications, considerations, and recommendations","Katherine E. Gentry, Rebecca N. Lewis, Hunter Glanz, Pedro I. Simões, Árpád S. Nyári, Michael S. Reichert",2020,10.1002/wcs.1538,
2-s2.0-85088749319,Beyond action observation: Neurobehavioral mechanisms of memory for visually perceived bodies and actions,"Alejandro Galvez-Pol, Bettina Forster, Beatriz Calvo-Merino",2020,10.1016/j.neubiorev.2020.06.014,
2-s2.0-85087919161,Assessing the causal role of early visual areas in visual mental imagery,"Paolo Bartolomeo, Dounia Hajhajate, Jianghao Liu, Alfredo Spagna",2020,10.1038/s41583-020-0348-5,
2-s2.0-85087893054,Reply to: Assessing the causal role of early visual areas in visual mental imagery,Joel Pearson,2020,10.1038/s41583-020-0349-4,
2-s2.0-85087150221,Effects of transcranial direct current stimulation of prefrontal cortex on risk-taking behavior,"Ali Khaleghi, Gila Pirzad Jahromi, Hadi Zarafshan, Seyed Ali Mostafavi, Mohammad Reza Mohammadi",2020,10.1111/pcn.13025,
2-s2.0-85085501984,"Electrogastrography for psychophysiological research: Practical considerations, analysis pipeline, and normative data in a large sample","Nicolai Wolpert, Ignacio Rebollo, Catherine Tallon-Baudry",2020,10.1111/psyp.13599,
2-s2.0-85085022966,"The history of long-term potentiation as a memory mechanism: Controversies, confirmation, and some lessons to remember",Hans C. Dringenberg,2020,10.1002/hipo.23213,
2-s2.0-85083369727,Insight and psychosis: The next 30 years,Anthony S. David,2020,10.1192/bjp.2019.217,
2-s2.0-85077151269,The phenomenology and cognitive neuroscience of experienced temporality,"Mauro Dorato, Marc Wittmann",2020,10.1007/s11097-019-09651-4,
2-s2.0-85071277651,Józefa Franciszka Joteyko (1866–1928),"Katarzyna Pekacka-Falkowska, Anna Maria Pekacka-Egli",2020,10.1007/s00415-019-09512-9,
2-s2.0-85091790127,Verification of recurrent neural networks for cognitive tasks via reachability analysis,"Hongce Zhang, Maxwell Shinn, Aarti Gupta, Arie Gurfinkel, Nham Le, Nina Narodytska",2020,10.3233/FAIA200281,
2-s2.0-85091128701,Automatizing knowledge confusion over what cognitive neuroscience tells us about intellectualism,John W. Krakauer,2020,,
2-s2.0-85090021193,An Integrative Approach to Relational Psychoanalysis,Kenneth A. Frank,2020,10.1080/07351690.2020.1782145,
2-s2.0-85089987903,"From science wars to transdisciplinarity: the inescapability of the neuroscience, biology and sociology of learning","Deborah Youdell, Martin Lindley, Kimron Shapiro, Yu Sun, Yue Leng",2020,10.1080/01425692.2020.1784709,
2-s2.0-85089710777,Association between plasma exosome neurogranin and brain structure in patients with Alzheimer's disease: a protocol study,"Meng Fei He, Li Sun, Wenhui Cao, Changhao Yin, Wenqiang Sun, Ping Liu, Lin Tan, Zheng Xu, Weina Zhao",2020,10.1136/bmjopen-2020-036990,
2-s2.0-85090037239,The Influence of Unconscious Perceptual Processing on Decision-Making: A New Perspective From Cognitive Neuroscience Applied to Generation Z,"Dolores Lucía Sutil-Martín, Juan José Rienda-Gómez",2020,10.3389/fpsyg.2020.01728,
2-s2.0-85099976440,Cognitive Neurosciences in the study of the nervous system: A critical review through the basic education textbook Neurociências cognitivas no estudo do sistema nervoso: Um olhar crítico por meio do livro didático de educação básica,"Taís Oliveira Martins, Marcelo Leandro Eichler",2020,10.22600/1518-8795.ienci2020v25n2p272,
2-s2.0-85094626996,Meg-mri co-registration using 3d generalized hough transform,"Sheng Kai Lin, Rong Chin Lo, Ren Guey Lee",2020,10.4015/S1016237220500283,
2-s2.0-85090736633,Playbased learning in anatomy: Impact on cultural conceptions and cadaveric affronting from cognitive neuroscience Ludoaprendizaje en anatomía: Impacto en las concepciones culturales y el afrontamiento cadavérico desde la neurociencia cognitiva,"Martín J.Mazzoglio Nabar, Rubén D. Algieri, Elba B. Tornese, M. Soledad Ferrante, Carolina Broffman, Agustín Algieri",2020,10.4067/S0717-95022020000401065,
2-s2.0-85090249717,"Vividness, consciousness and mental imagery: A start on connecting the dots",Amedeo D’angiulli,2020,10.3390/brainsci10080500,
2-s2.0-85090029680,A flexible framework for simulating and fitting generalized drift-diffusion models,"Maxwell Shinn, Norman H. Lam, John D. Murray",2020,10.7554/ELIFE.56938,
2-s2.0-85089849385,"Neuroaesthetics: The art, science, and brain triptych","Semir Zeki, Yan Bao, Ernst Pöppel",2020,10.1002/pchj.383,
2-s2.0-85089739657,Neuromagnetic speech discrimination responses are associated with reading-related skills in dyslexic and typical readers,"A. Thiede, L. Parkkonen, P. Virtala, M. Laasonen, J. P. Mäkelä, T. Kujala",2020,10.1016/j.heliyon.2020.e04619,
2-s2.0-85089145661,Post-flight confusion: Does flying affect the brain?,"Gianetta Rands, Thomas McCabe, Chris Imray",2020,10.1192/bji.2020.1,
2-s2.0-85089117387,Racially diverse participant registries to facilitate the recruitment of African Americans into presymptomatic Alzheimer's disease studies,"Shelytia Cocroft, Kathleen A. Welsh-Bohmer, Brenda L. Plassman, Marianne Chanti-Ketterl, Henry Edmonds, Lisa Gwyther, Michelle McCart, Heather MacDonald, Guy Potter, James R. Burke",2020,10.1002/alz.12048,
2-s2.0-85088533174,Exposure to ambient air pollution and executive function among Chinese primary schoolchildren,"Zhaohuan Gui, Li Cai, Jingshu Zhang, Xia Zeng, Lijuan Lai, Yajie Lv, Cunrui Huang, Yajun Chen",2020,10.1016/j.ijheh.2020.113583,
2-s2.0-85088129609,"Erratum: Heightened neural sensitivity to social exclusion in boys with a history of low peer preference during primary school (Developmental Cognitive Neuroscience (2019) 38, (S1878929318302676), (10.1016/j.dcn.2019.100673))","J. Susanne Asscheman, Susanne Koot, Ili Ma, J. Marieke Buil, Lydia Krabbendam, Antonius H.N. Cillessen, Pol A.C. van Lier",2020,10.1016/j.dcn.2020.100792,
2-s2.0-85086407882,The association between cognitive reserve and performance-related brain activity during episodic encoding and retrieval across the adult lifespan,"Abdelhalim Elshiekh, Sivaniya Subramaniapillai, Sricharana Rajagopal, Stamatoula Pasvanis, Elizabeth Ankudowich, M. Natasha Rajah",2020,10.1016/j.cortex.2020.05.003,
2-s2.0-85085927873,Psychological Mechanisms Forged by Cultural Evolution,Cecilia Heyes,2020,10.1177/0963721420917736,
2-s2.0-85085754852,Developmental cognitive neuroscience initiatives for advancements in methodological approaches: Registered Reports and Next-Generation Tools,"Jennifer H. Pfeifer, Sara J. Weston",2020,10.1016/j.dcn.2020.100755,
2-s2.0-85083330509,Studying the visual brain in its natural rhythm,"David A. Leopold, Soo Hyun Park",2020,10.1016/j.neuroimage.2020.116790,
2-s2.0-85078720625,Naturalistic stimuli reveal a dominant role for agentic action in visual representation,"James V. Haxby, M. Ida Gobbini, Samuel A. Nastase",2020,10.1016/j.neuroimage.2020.116561,
2-s2.0-85062803637,Personalizing neuromodulation,"John D. Medaglia, Brian Erickson, Jared Zimmerman, Apoorva Kelkar",2020,10.1016/j.ijpsycho.2019.01.002,
2-s2.0-85089342285,Empirical Evidence for Intraspecific Multiple Realization?,"Francesca Strappini, Marialuisa Martelli, Cesare Cozzo, Enrico di Pace",2020,10.3389/fpsyg.2020.01676,
2-s2.0-85086905762,Phase-Coded Oscillatory Ordering Promotes the Separation of Closely Matched Representations to Optimize Perceptual Discrimination,"Sanne Ten Oever, Tobias Meierdierks, Felix Duecker, Tom A. De Graaf, Alexander T. Sack",2020,10.1016/j.isci.2020.101282,
2-s2.0-85087470766,Congenital amusia and its effects on non-musical skills Amusia congénita y sus efectos en habilidades no musicales,"Luis O. Tierradentro-García, Claudia Talero-Gutiérrez",2020,10.33588/RN.7102.2020066,
2-s2.0-85083213520,Idiosynchrony: From shared responses to individual differences during naturalistic neuroimaging,"Emily S. Finn, Enrico Glerean, Arman Y. Khojandi, Dylan Nielson, Peter J. Molfese, Daniel A. Handwerker, Peter A. Bandettini",2020,10.1016/j.neuroimage.2020.116828,
2-s2.0-85088870358,Psychological Test System and Signal Processing Algorithm for Intelligent Wheelchair,"Binfeng Xu, Yarong Hu",2020,10.1088/1742-6596/1578/1/012101,
2-s2.0-85081213487,Modeling higher order adaptivity of a network by multilevel network reification,Jan Treur,2020,10.1017/nws.2019.56,
2-s2.0-85180260993,Bioceramic resonance induced extrasensory perception or altered state of consciousness: A pilot study of Taiwan,Ting Kai Leung,2020,10.14456/clmj.2020.36,
2-s2.0-85104991236,A systematized review of cognitive load theory in health sciences education and a perspective from cognitive neuroscience,"Sahar Ghanbari, Fariba Haghani, Majid Barekatain, Alireza Jamali",2020,10.4103/jehp.jehp_643_19,
2-s2.0-85093836185,"Psychoanalytic unconscious, cognitive unconscious Inconscient psychanalytique, inconscient cognitif Inconsciente psicoanalítico, inconsciente cognitivo",Claude Smadja,2020,10.3917/rfp.843.0739,
2-s2.0-85091047159,A Time-Frequency Analysis for the Online Detection of the N2pc Event-Related Potential (ERP) Component in Individual EEG Datasets,"Francesca Marturano, Sabrina Brigadoi, Mattia Doro, Roberto Dell'Acqua, Giovanni Sparacino",2020,10.1109/EMBC44109.2020.9175462,
2-s2.0-85090500126,A type-2 fuzzy logic based explainable artificial intelligence system for developmental neuroscience,"Mehrin Kiani, Javier Andreu-Perez, Hani Hagras, Maria Laura Filippetti, Silvia Rigato",2020,10.1109/FUZZ48607.2020.9177711,
2-s2.0-85089300953,The brain–cognitive behavior problem: A retrospective,György Buzsáki,2020,10.1523/ENEURO.0069-20.2020,
2-s2.0-85088795728,Behavioral rhythm and EEG rhythm to determine timing deficits in attention deficit hyperactivity disorder symptoms,"Shoko Kinumaki, Eri Miyauchi, Masahiro Kawasaki",2020,10.1016/j.heliyon.2020.e04546,
2-s2.0-85088532714,The evolution of the pilocarpine animal model of status epilepticus,"Iman Imtiyaz Ahmed Juvale, Ahmad Tarmizi Che Has",2020,10.1016/j.heliyon.2020.e04557,
2-s2.0-85088155556,Mapping the hyper-direct circuitry of impulsivity,Alain Dagher,2020,10.1093/brain/awaa187,
2-s2.0-85088007664,Open-tES: An open-source stimulator for transcranial electrical stimulation designed for rodent research,"Solène Pedron, Stéphanie Dumontoy, Julien Dimauro, Emmanuel Haffen, Patrice Andrieu, Vincent van Waes",2020,10.1371/journal.pone.0236061,
2-s2.0-85087961341,Choosing not to follow rules that will reduce the spread of COVID-19,Alison Stapleton,2020,10.1016/j.jcbs.2020.07.002,
2-s2.0-85087937863,Spatiotemporal neuroscience – what is it and why we need it,"Georg Northoff, Soren Wainio-Theberge, Kathinka Evers",2020,10.1016/j.plrev.2020.06.005,
2-s2.0-85087365944,"Borderline Personality Disorder, Borderline Traits, and Brain Structure",Jill M. Hooley,2020,10.1016/j.bpsc.2020.05.006,
2-s2.0-85086256715,Multivariate Pattern Analysis Techniques for Electroencephalography Data to Study Flanker Interference Effects,"David López-García, Alberto Sobrado, José M.G. Peñalver, Juan Manuel Górriz, María Ruz",2020,10.1142/S0129065720500240,
2-s2.0-85086127370,Putting the Nonsocial Into Social Neuroscience: A Role for Domain-General Priority Maps During Social Interactions,"Richard Ramsey, Rob Ward",2020,10.1177/1745691620904972,
2-s2.0-85085995321,What Is the Test-Retest Reliability of Common Task-Functional MRI Measures? New Empirical Evidence and a Meta-Analysis,"Maxwell L. Elliott, Annchen R. Knodt, David Ireland, Meriwether L. Morris, Richie Poulton, Sandhya Ramrakha, Maria L. Sison, Terrie E. Moffitt, Avshalom Caspi, Ahmad R. Hariri",2020,10.1177/0956797620916786,
2-s2.0-85085275970,Incorporating structured assumptions with probabilistic graphical models in fMRI data analysis,"Ming Bo Cai, Michael Shvartsman, Anqi Wu, Hejia Zhang, Xia Zhu",2020,10.1016/j.neuropsychologia.2020.107500,
2-s2.0-85085042863,Attentional threat biases and their role in anxiety: A neurophysiological perspective,"Matthias J. Wieser, Andreas Keil",2020,10.1016/j.ijpsycho.2020.05.004,
2-s2.0-85082798564,Modeling Individual Differences in Brain Development,"Andrik I. Becht, Kathryn L. Mills",2020,10.1016/j.biopsych.2020.01.027,
2-s2.0-85081267503,Connecting EEG signal decomposition and response selection processes using the theory of event coding framework,"Adam Takacs, Nicolas Zink, Nicole Wolff, Alexander Münchau, Moritz Mückschel, Christian Beste",2020,10.1002/hbm.24983,
2-s2.0-85078813090,Anatomically guided examination of extrinsic connectivity gradients in the human hippocampus,Jordan Poppenk,2020,10.1016/j.cortex.2019.11.013,
2-s2.0-85074533122,Chi-Nan Hu—Pioneer of Chinese neuroscience and cognitive science,"Yunjin Wang, Yanyan Qian",2020,10.1007/s13238-019-00658-w,
2-s2.0-85069894138,Value-based decision-making of cigarette and nondrug rewards in dependent and occasional cigarette smokers: An FMRI study,"Will Lawn, Ludo Mithchener, Tom P. Freeman, Abdelmalek Benattayallah, James A. Bisby, Matt B. Wall, Chris M. Dodds, Helen V. Curran, Celia J.A. Morgan",2020,10.1111/adb.12802,
2-s2.0-85067263027,Is temporo-spatial dynamics the “common currency” of brain and mind? In Quest of “Spatiotemporal Neuroscience”,"Georg Northoff, Soren Wainio-Theberge, Kathinka Evers",2020,10.1016/j.plrev.2019.05.002,
2-s2.0-85064938081,Aggression: Perspectives from social and systems neuroscience,"Aubrey M. Kelly, Leah C. Wilson",2020,10.1016/j.yhbeh.2019.04.010,
2-s2.0-85110915693,Applying neuroscience to talent management: The neuro talent management,Dinçer Atli,2020,10.4018/978-1-7998-3126-6.ch012,
2-s2.0-85086747462,Feature Uncertainty Predicts Behavioral and Neural Responses to Combined Concepts,"Sarah H. Solomon, Sharon L. Thompson-Schill",2020,10.1523/JNEUROSCI.2926-19.2020,
2-s2.0-85086570366,A Nexus Model of Restricted Interests in Autism Spectrum Disorder,"R. Mc Kell Carter, Heejung Jung, Judy Reaven, Audrey Blakeley-Smith, Gabriel S. Dichter",2020,10.3389/fnhum.2020.00212,
2-s2.0-85095563910,Le workflow numérique au service de l’apprentissage clinique du praticien The digital workflow at the service of the practitioner's clinical learning,"Masrour Makaremi, François de Brondeau, Camille Lacaule, Bernard N'Kaoua",2020,10.1684/orthodfr.2020.3,
2-s2.0-85091058330,The Cartesian Conception of the Development of the Mind and Its Neo-Aristotelian Alternative,Harry Smit,2020,10.1007/s13752-020-00342-x,
2-s2.0-85089849974,Seven properties of self-organization in the human brain,Birgitta Dresp-Langley,2020,10.3390/bdcc4020010,
2-s2.0-85088453970,The impact of the digital revolution on human brain and behavior: Where do we stand?,Martin Korte,2020,10.31887/DCNS.2020.22.2/mkorte,
2-s2.0-85086311858,From correlational signs to markers. Current trends in neuroelectric research on visual attentional processing,Alberto Zani,2020,10.3390/brainsci10060350,
2-s2.0-85086007832,From cognitive control to visual incongruity: Conflict detection in surrealistic images,"Manuela Ruzzoli, Aoife McGuinness, Luis Morís Fernández, Salvador Soto-Faraco",2020,10.1371/journal.pone.0224053,
2-s2.0-85085883904,Accelerated Cognitive Ageing in epilepsy: exploring the effective connectivity between resting-state networks and its relation to cognitive decline,"A. Bernas, L. E.M. Breuer, R. Lamerichs, A. J.A. de Louw, A. P. Aldenkamp, S. Zinger",2020,10.1016/j.heliyon.2020.e03951,
2-s2.0-85085681994,An Introduction to the Cognitive Neuroscience of Second and Artificial Language Learning,"Guillaume Thierry, Patrick Rebuschat",2020,10.1111/lang.12408,
2-s2.0-85085510429,The neurosociology of Auguste Comte,Ryan McVeigh,2020,10.1177/0539018420922759,
2-s2.0-85085331289,Assessing the depth of language processing in patients with disorders of consciousness,"Peng Gui, Yuwei Jiang, Di Zang, Zengxin Qi, Jiaxing Tan, Hiromi Tanigawa, Jian Jiang, Yunqing Wen, Long Xu, Jizong Zhao, Ying Mao, Mu ming Poo, Nai Ding, Stanislas Dehaene, Xuehai Wu, Liping Wang",2020,10.1038/s41593-020-0639-1,
2-s2.0-85084484273,Human handedness: A meta-analysis,"Marietta Papadatou-Pastou, Eleni Ntolka, Judith Schmitz, Maryanne Martin, Marcus R. Munafò, Sebastian Ocklenburg, Silvia Paracchini",2020,10.1037/bul0000229,
2-s2.0-85084258530,The radiation of autonoetic consciousness in cognitive neuroscience: A functional neuroanatomy perspective,"Amnon Dafni-Merom, Shahar Arzy",2020,10.1016/j.neuropsychologia.2020.107477,
2-s2.0-85081727452,Does higher sampling rate (multiband + SENSE) improve group statistics - An example from social neuroscience block design at 3T,"Ritu Bhandari, Evgeniya Kirilina, Matthan Caan, Judith Suttrup, Teresa De Sanctis, Lorenzo De Angelis, Christian Keysers, Valeria Gazzola",2020,10.1016/j.neuroimage.2020.116731,
2-s2.0-85080977111,Alien limb syndrome: A Bayesian account of unwanted actions,"Noham Wolpe, Frank H. Hezemans, James B. Rowe",2020,10.1016/j.cortex.2020.02.002,
2-s2.0-85079657948,A resting state functional connectivity analysis of human intelligence: Broad theoretical and practical implications for multiple intelligences theory,C. Branton Shearer,2020,10.1037/pne0000200,
2-s2.0-85079516435,Vampires and nurses are rated differently by younger and older adults—Age-comparative norms of imageability and emotionality for about 2500 German nouns,"Thomas H. Grandy, Ulman Lindenberger, Florian Schmiedek",2020,10.3758/s13428-019-01294-2,
2-s2.0-85079239928,Computational Resource Demands of a Predictive Bayesian Brain,"Johan Kwisthout, Iris van Rooij",2020,10.1007/s42113-019-00032-3,
2-s2.0-85077712197,Accelerating reading acquisition and boosting comprehension with a cognitive science-based tablet training,"Cassandra Potier Watkins, Julien Caporal, Clément Merville, Sid Kouider, Stanislas Dehaene",2020,10.1007/s40692-019-00152-6,
2-s2.0-85077587868,A critical review of the cognitive and perceptual factors influencing attentional scaling and visual processing,"Rebecca K. Lawrence, Mark Edwards, Louisa A. Talipski, Stephanie C. Goodhew",2020,10.3758/s13423-019-01692-9,
2-s2.0-85076707024,"Sleep in the dog: comparative, behavioral and translational relevance","Róbert Bódizs, Anna Kis, Márta Gácsi, József Topál",2020,10.1016/j.cobeha.2019.12.006,
2-s2.0-85076519770,"Foreign language skill, anxiety, cultural intelligence and individual task performance in global virtual teams: A cognitive perspective",Alfred Presbitero,2020,10.1016/j.intman.2019.100729,
2-s2.0-85068610499,A.R. Luria’s cultural neuropsychology in the 21st century,"Bella Kotik-Friedgut, Alfredo Ardila",2020,10.1177/1354067X19861053,
2-s2.0-85085998635,Electrophysiological Evidence of Event-Related Potential Changes Induced by 12 h Abstinence in Young Smokers Based on the Flanker Study,"Yongting Cui, Fang Dong, Xiaojian Li, Dongdong Xie, Yongxin Cheng, Shiyu Tian, Ting Xue, Yangding Li, Ming Zhang, Yan Ren, Kai Yuan, Dahua Yu",2020,10.3389/fpsyt.2020.00424,
2-s2.0-85084662768,Transfer from Number to Size Reveals Abstract Coding of Magnitude in Honeybees,"Maria Bortot, Gionata Stancher, Giorgio Vallortigara",2020,10.1016/j.isci.2020.101122,
2-s2.0-85084346925,The Active Sensing of Control Difference,"Wen Wen, Hiroshi Shibata, Ryu Ohata, Atsushi Yamashita, Hajime Asama, Hiroshi Imamizu",2020,10.1016/j.isci.2020.101112,
2-s2.0-85084276819,Local and whole-network topologies reveal that pulvinar and semantic hub interactions correlate with picture vocabulary,"Jie Liu, Zhijun Cui, Leinian Li",2020,10.1097/WNR.0000000000001444,
2-s2.0-85083764464,"The Neural Representation of Visually Evoked Emotion Is High-Dimensional, Categorical, and Distributed across Transmodal Brain Regions","Tomoyasu Horikawa, Alan S. Cowen, Dacher Keltner, Yukiyasu Kamitani",2020,10.1016/j.isci.2020.101060,
2-s2.0-85085874865,Towards an Individual Differences Perspective in Mindfulness Training Research: Theoretical and Empirical Considerations,"Rongxiang Tang, Todd S. Braver",2020,10.3389/fpsyg.2020.00818,
2-s2.0-85084442002,Cognitive Neuroscience: Why Do We Get Lost When We Are Stressed?,Arne D. Ekstrom,2020,10.1016/j.cub.2020.03.065,
2-s2.0-85073939047,"Toward a standard model of consciousness: Reconciling the attention schema, global workspace, higher-order thought, and illusionist theories","Michael S.A. Graziano, Arvid Guterstam, Branden J. Bio, Andrew I. Wilterson",2020,10.1080/02643294.2019.1670630,
2-s2.0-85086304544,Practicality of promoting brain health and early dementia screening in elderly residents with friendly mobile App: Beijing plan 社区老年脑健康体检与痴呆风险筛查体系构建与实践--北京方案,"Zhanjun Zhang, Miao Jiang, Junying Zhang, He Li, Xin Li, Yaojing Chen, Peng Lu, Dongfeng Wei, Qing Guan, Jun Wang, Ni Shu, Zaizhu Han, Jianan Xia, Haiting An, Yanping Wang, Yuejia Luo, Yongyan Wang",2020,10.1360/TB-2019-0535,
